Location Name	Address	City	ZIP	Taxpayer ID	Location Number	Permit Begin Date	Permit End Date
A-TEXIAN CORPORATION	1908 N LAURENT ST STE 520	VICTORIA	77901	17423626013	00002	10/01/2000	05/31/2004
A-Z SURPLUS INC	602 N BLUFF ST	VICTORIA	77901	12019981153	00001	01/01/2005	12/31/2013
A-1	2201 N LAURENT ST	VICTORIA	77901	32024556733	00004	01/30/2016	01/30/2016
A-1 FLOOR COMPANY	1609 N LAURENT	VICTORIA	77901	17413936794	00002	04/01/1970	12/31/1987
A-1 FLOOR COMPANY	2303 N LAURENT	VICTORIA	77901	17413936794	00001	05/01/1965	03/31/1970
A-1 FLOORS CO	1207 N LEVI ST	VICTORIA	77901	17413936794	00004	01/01/1988	01/01/1995
A-1 JANITORIAL SERVICE	805 CRESTWOOD	VICTORIA	77901	30008060060	00001	10/01/1987	09/29/1995
A-1 JANITORIAL SERVICE	805 E CRESTWOOD DR	VICTORIA	77901	32007741351	00001	10/01/1995	05/31/2010
A-1 MOBIL HOME PARTS & SERVICE	1406 SW MOODY	VICTORIA	77901	32004679901	00001	01/22/1983	01/01/1984
A-1 MOBILE HOME PARTS & SERVICE	801 E RIO GRANDE	VICTORIA	77901	32004679901	00002	01/01/1984	04/01/1984
A-1 PLUMBING	3003 CHERRY ST	VICTORIA	77901	32005033827	00001	01/15/1974	05/19/2004
A-1 RENTAL CENTER	1801 SAM HOUSTON	VICTORIA	77901	32023590881	00001	08/22/1984	06/15/1995
A-1 SCREEN PRINTING	1308 EAST HILLER	VICTORIA	77901	32007928602	00003	01/01/1992	09/30/1994
A-1 SCREEN PRINTING	1307 I EAST AIRLINE	VICTORIA	77901	32007928602	00002	01/01/1989	12/31/1991
A-1 SCREEN PRINTING	ON SKYTOP RD - OFF HILL RD IN SKYTOP BLD	VICTORIA	77901	32007928602	00001	06/14/1985	12/31/1988
A-1 SCREEN PRINTING & EMBROIDERY	1308 VILLAGE DR	VICTORIA	77901	32007928602	00004	10/01/1994	06/30/2004
A-1 SCREEN PRINTING & EMBROIDERY	2201 N LAURENT ST	VICTORIA	77901	32007928602	00005	07/01/2004	12/31/2010
A-1 SCREEN PRINTING AND EMBROIDERY	2201 N LAURENT ST	VICTORIA	77901	32042701915	00001	01/01/2011	12/31/2012
A-1 SMALL ENGINE REPAIR	1004 S LAURENT ST STE 3	VICTORIA	77901	32045443713	00001	10/28/2011	12/31/2011
A-1 USED CARS	3201 HOUSTON HWY	VICTORIA	77901	32006260916	00002	01/01/1992	03/31/2003
A-1 USED CARS	3201 E HOUSTON HWY	VICTORIA	77901	32006260916	00001	08/14/1988	12/01/1988
A-1 VERITA'S DOORS	2817 MITCHELL ST	VICTORIA	77901	32012675305	00002	09/20/2004	12/31/2004
A-1 WATER WELL SERVICE	1601 PORT LAVACA DR	VICTORIA	77901	32008127659	00001	01/01/1997	06/30/2017
AA AUTO SERVICE	4002 N MAIN ST	VICTORIA	77901	32019214074	00001	02/01/2006	12/20/2006
AAA AIR CONDITIONING & REFRIGERATION	1101 N WILLIAM ST	VICTORIA	77901	17425910159	00001	03/01/1991	02/28/2005
AAA AIR CONDITIONING & REFRIGERATION	1101 N WILLIAM	VICTORIA	77901	32030171493	00002	01/01/1986	01/30/1991
AAA AIR CONDITIONING & REFRIGERATION	803 MISTLETOE	VICTORIA	77901	32030171493	00001	01/16/1982	12/31/1985
AAA ASSET RECOVERY LLC	1104 S LAURENT ST	VICTORIA	77901	32082209571	00001	02/01/2022	
AAA AUTO PARTS	LOOP 175 & BOTTOM RD	VICTORIA	77901	32005521607	00001	07/01/1979	09/30/1982
AAA AUTO PARTS	1 MI OFF HWY 185 ON BOTTOM RD	VICTORIA	77901	32008667878	00005	07/01/1977	03/31/1980
AAA DISCOUNT CARPET	1317 MOODY	VICTORIA	77901	32029762104	00001	05/11/1993	07/31/1993
AAA DISCOUNT CARPETS	1713 N MOODY	VICTORIA	77901	30116704203	00001	08/02/1993	09/30/1993
AAP ALL ROOFING LLC	4606 LONE TREE RD	VICTORIA	77901	32061974989	00001	11/01/2016	08/30/2018
AARON PAUL VELA	2209 E TRINITY ST	VICTORIA	77901	32070516326	00002	03/22/2021	12/31/2022
AARON SALES & LEASE OWNERSHIP CO559	3002 N NAVARRO ST	VICTORIA	77901	15806876304	00207	08/11/2003	07/01/2008
AARON'S RENTAL PURCHASE	3002 N NAVARRO	VICTORIA	77901	17427918473	00009	10/15/1999	08/31/2003
AARON'S SALES AND LEASE OWNERSHIP #C1706	3801 HOUSTON HWY STE 100	VICTORIA	77901	15806876304	00441	06/01/2014	12/01/2016
ABACUS BUSINESS SYSTEMS	3404 N LAURENT	VICTORIA	77901	32005589232	00002	05/06/1988	06/30/1988
ABACUS RESTAURANT	2513 N AZALEA	VICTORIA	77901	32027991341	00001	02/09/1972	03/31/1987
ABBY'S CAFE	2808 S LAURENT ST # A	VICTORIA	77901	32007449112	00002	03/11/2002	06/30/2003
ABC FURNITURE & TOYS	104 WAREHOUSE RD	VICTORIA	77901	17423222243	00002	07/01/1985	01/01/1986
ABC INSTRUMENTS	2102 N BEN WILSON ST	VICTORIA	77901	32023750147	00001	10/02/1995	06/30/1997
ABC INSTRUMENTS INC	115 JOHN STOCKBAUER DR	VICTORIA	77901	17428039527	00002	07/01/1998	12/31/1998
ABC INSTRUMENTS INC	115 JOHN STOCKBAUER DR	VICTORIA	77901	17428039527	00002	01/01/2001	12/31/2001
ABC INSTRUMENTS INC	2102 N BEN WILSON ST	VICTORIA	77901	17428039527	00001	07/01/1997	06/30/1998
ABC PAWN AND JEWELRY	1504 N LAURENT ST	VICTORIA	77901	30115315506	00001	10/01/1992	03/31/1993
ABC ROOFING SERVICE	3802 N VINE ST	VICTORIA	77901	32033267751	00001	07/05/2007	10/10/2008
ABC SALVAGE	7999 HOUSTON HWY	VICTORIA	77901	32004815422	00001	04/01/1993	04/01/1995
ABC STORE	1202 N BEN WILSON ST	VICTORIA	77901	17428425684	00006	11/23/1999	07/21/2003
ABC SUPPLY CO	2802 DELMAR DR STE G	VICTORIA	77901	13914137081	00023	03/01/1999	
ABC SUPPLY CO INC	2802 DELMAR DR STE G	VICTORIA	77901	30006653197	00050	11/01/1997	02/28/1999
ABC TEXAS MIDCOAST CONST EDUCATION FOUNDATION	116 JASON ST	VICTORIA	77901	13117649379	00001	01/13/2003	12/31/2013
ABC TREADCO INC	9202 LOOP 175 SOUTH	VICTORIA	77901	17103492488	00009	03/01/1985	12/31/1987
ABF FREIGHT SYSTEM INC	ROUTE 6 VICTORIA RE AIRPORT	VICTORIA	77901	17102494444	00049	11/01/1989	07/30/1990
ABLE FASTENER, INC.	305 SAM HOUSTON DR STE C	VICTORIA	77901	17604786081	00003	02/01/2015	
ABOUT THE GIFT INC	1305C E AIRLINE RD	VICTORIA	77901	18303731501	00002	05/01/2004	10/31/2016
ABSOLUTE CLEANING SERVICE	2601 MIORI LN	VICTORIA	77901	32003023853	00002	04/26/2002	08/24/2004
AC CRAFTS	602 LINWOOD	VICTORIA	77901	32025908933	00001	10/06/1990	12/31/1991
AC/DC JANITORIAL & HOUSEKEEPING	907 DUPONT ST	VICTORIA	77901	32008735303	00001	10/01/1998	09/30/2004
AC'S AUTO REPAIR MOBIL SERVICE	1105 ISOLDA ST	VICTORIA	77901	32013773562	00001	11/01/2003	
ACAPULCO LOUNGE	3711 PORT LAVACA HWY	VICTORIA	77901	32017047146	00001	08/17/1985	08/14/1992
ACCELERATED COMPUTER TECHNOLOGY SERVICES	1502 E AIRLINE RD STE 38C	VICTORIA	77901	32004680982	00003	01/01/2004	12/01/2004
ACCELERATED PRODUCTION SERVICES, INC.	3801 BILLY DR	VICTORIA	77901	32038017730	00004	01/01/2014	05/31/2017
ACCENT DESIGNS & RENTALS	808 E POLK AVE	VICTORIA	77901	32008720545	00002	07/01/2001	09/30/2002
ACCENT DESIGNS & RENTALS	3606B N LAURENT ST	VICTORIA	77901	32008720545	00001	01/31/2001	06/30/2001
ACCENT DESIGNS BY ANNETTE	601 E RIO GRANDE ST	VICTORIA	77901	32023617262	00002	02/01/2010	06/30/2011
ACCESS TELEMESSAGING	4502 LILAC LN STE 2	VICTORIA	77901	32007943460	00001	11/04/1991	04/30/2003
ACCREDITED FIRE PROTECTION	2007 N NAVARRO ST	VICTORIA	77901	17422411987	00001	02/08/1983	06/30/1984
ACCURATE TRANSCRIPTION AND SECRETARIAL SERVICES	2103 DUDLEY ST	VICTORIA	77901	32025449524	00001	05/12/1994	12/25/1999
ACCURATE WATER	116 IMPERIAL DR # B	VICTORIA	77901	32006597523	00009	07/01/1994	02/01/1998
ACCURATE WATER CONDITIONING CO	1012 AN NAVARRO	VICTORIA	77901	32006597523	00004	02/13/1983	06/30/1987
ACE APPLIANCE AND HVAC SERVICE	1511 E PARK AVE	VICTORIA	77901	32005549467	00002	01/05/2003	12/31/2004
ACE AUTOMOTIVE	2103 HOUSTON HWY	VICTORIA	77901	32005219889	00001	10/02/2000	12/31/2000
ACE CASERS & EQUIPMENT RENTAL INC	351 CAREFREE	VICTORIA	77901	17421754866	00001	06/01/1981	08/03/1984
ACE CASH EXPRESS #1457	1602 N LAURENT ST STE A	VICTORIA	77901	17521429633	00450	12/05/2000	
ACE COLLECTIBLES	407 ROANOKE	VICTORIA	77901	32029830174	00003	11/14/1991	12/15/1991
ACE LOCKSMITH SERVICE	1506 N LAURENT ST	VICTORIA	77901	32008270533	00002	01/01/1988	
ACE LOCKSMITH SERVICE	3511 GAYLE	VICTORIA	77901	32008270533	00001	11/01/1982	06/30/1986
ACETYLENE OXYGEN CO.	2402 PORT LAVACA DR	VICTORIA	77901	17418801084	00005	08/23/1976	02/28/2021
ACG-WESTERN REGION	3 MILES SOUTH ON BLOOMINGTON HWY	VICTORIA	77901	11351142309	00093	01/01/1981	04/30/1984
ACME ENTERPRISES	3009 LONE TREE RD	VICTORIA	77901	32010508367	00005	12/15/2006	12/31/2006
ACME JEWELRY ETC	605 N GLASS ST # B	VICTORIA	77901	32042278971	00002	01/01/2012	12/31/2014
ACME JEWELRY ETC	903 LINWOOD DR APT 505	VICTORIA	77901	32042278971	00001	07/24/2010	12/31/2011
ACME OUTDOOR HOME IMPROVEMENTS	1808 N DE LEON ST	VICTORIA	77901	32022323052	00001	01/01/1988	12/31/1992
ACME RADIATOR SERVICE INC	1703A NORTH BEN JORDAN	VICTORIA	77901	17416560500	00001	01/20/1970	12/31/1981
ACME SAW & TOOL SERVICE	207 N CAMERON ST	VICTORIA	77901	17422488704	00001	01/01/1983	12/31/2009
ACME SAW AND TOOL LLC	801 E GOODWIN AVE	VICTORIA	77901	32040862719	00002	02/01/2017	
ACME SAW AND TOOL LLC	207 N CAMERON ST	VICTORIA	77901	32040862719	00001	12/08/2009	01/31/2017
ACOUSTICAL CEILINGS OF SOUTH TEXAS INC	713 E JUAN LINN	VICTORIA	77901	17415627730	00001	01/01/1967	09/30/1968
ACOUSTICS UNLIMITED	2211 SW BEN JORDAN ST	VICTORIA	77901	17425050022	00004	07/01/1993	12/31/1998
ACOUSTICS UNLIMITED	403-F PROFIT DR	VICTORIA	77901	17425050022	00003	09/01/1989	08/01/1993
ACR HEATING & AIR CONDITIONING	402 CABANA DR	VICTORIA	77901	32008050042	00002	05/14/1984	11/30/1989
ACR SERVICE	3907 N WINDSOR APT 38	VICTORIA	77901	32008050042	00001	05/01/1981	06/30/1982
ACS COLLECTIONS-VICTORIA/LAREDO	516 N MAIN	VICTORIA	77901	17416782971	00008	10/01/1987	02/01/1991
ACS IMAGE SOLUTIONS INC	2519 N LAURENT ST	VICTORIA	77901	16403940956	00011	08/29/1994	10/31/1998
ACS IMAGE SOLUTIONS INC	2519 NORTH LAURENT	VICTORIA	77901	16403940956	00003	08/01/1990	05/01/1996
ACTION BLUEPRINT & SUPPLY INC	403 PROFIT DR STE A	VICTORIA	77901	17420832309	00002	06/01/1986	02/28/1997
ACTION BLUEPRINT & SUPPLY INC	108 EAST CIRCLE SUITE D	VICTORIA	77901	17420832309	00001	01/06/1980	05/31/1986
ACTION DISCOUNT TEE'S	903B SAM HOUSTON DR	VICTORIA	77901	19000149260	00001	04/01/2003	12/31/2003
ACTION DISCOUNT TEES	1307 SAM HOUSTON DR	VICTORIA	77901	19000149260	00002	01/01/2004	03/31/2006
ACTION DISCOUNT TEES	903 SAM HOUSTON DR # B	VICTORIA	77901	32001083446	00002	01/01/2001	03/31/2003
ACTION FLUID CONDITIONING	ALABAMA ST - CRESCENT VALLEY ADDITION	VICTORIA	77901	32021290336	00001	10/01/1991	12/31/1993
ACTION PAINTBALL	2808 S LAURENT ST	VICTORIA	77901	12055620731	00001	02/12/1996	02/28/2000
ACTION RENT-TO-OWN #090	4102 N NAVARRO ST	VICTORIA	77901	17516052242	00117	09/16/1995	10/31/1997
ACTION ROOFING & SUPPLY INC	3704 EAST RIO GRANDE	VICTORIA	77901	17417662297	00007	03/19/1984	09/30/1984
ACTION TEES	3610 N LAURENT ST	VICTORIA	77901	32008848650	00002	01/01/2006	04/01/2008
ACTION TEES & MORE	3610 N LAURENT ST	VICTORIA	77901	32020491539	00002	01/01/2009	12/31/2009
ACTION TERMITE AND PEST CONTROL	1104 E SAN ANTONIO ST	VICTORIA	77901	32009833834	00001	08/02/1990	09/30/2003
ACTION VIDEO-PHOTO	511 BASSWOOD	VICTORIA	77901	32013052108	00001	10/17/1985	12/25/1986
ACU-TUNE	911 SAM HOUSTON DR	VICTORIA	77901	32009331839	00002	04/01/1985	
ACU-TUNE	806 E RIO GRANDE	VICTORIA	77901	32009331839	00001	12/15/1980	03/31/1985
AD ART, COPY AND COLOR PREPRESS	14 MI S BERGER RD	VICTORIA	77901	32008420203	00001	11/03/1989	12/27/1997
AD ASSOCIATES	101 N DE LEON ST	VICTORIA	77901	32006745577	00001	01/01/1994	12/31/1999
AD TRACKER	1803 LAWNDALE APT A	VICTORIA	77901	32028518242	00001	04/16/1992	06/30/1992
AD VANTAGE	1502 E AIRLINE SUITE 304B	VICTORIA	77901	17603316252	00002	09/01/1991	12/31/1991
ADA STANGE	1605 N BRIDGE	VICTORIA	77901	32009446306	00001	09/15/1988	06/30/1991
